cost        CG2        HBCS        ScaleStar
1        10714.7        17932.2        10741.05
2        7484.77        12686.78        7485.69
3        6314.12        8738.17        6906.84
4        5683.15        6275.43        6906.84
5        5287.06        5334.73        6906.84
6        5007.25        5097.48        6906.84
7        4804.36        4984.47        6906.84
8        4655.69        4878.46        6906.84
9        4538.99        4808.68        6906.84
10        4444.36        4738.76        6906.84
11        4365.88        4684.47        6906.84
12        4298.61        4622.81        6906.84
13        4245.15        4588.33        6906.84
14        4197.36        4550.92        6906.84
15        4154.25        4526.36        6906.84
16        4115.96        4487.42        6906.84
17        4083.5        4461.36        6906.84
18        4052.7        4443.06        6906.84
19        4026.42        4412.73        6906.84
20        4004.38        4004.38        6906.84
