cost        CG2        HBCS        ScaleStar
1        4866.98        6172.15        4912.88
2        3808.09        5017.35        3817.01
3        3124.47        4360.8        3137.65
4        2648.76        3703.11        2648.83
5        2419.33        2880.95        2425.07
6        2221.39        2229.35        2212
7        2087.05        2120.86        2212
8        1994.66        2060.11        2212
9        1893.72        2032.34        2212
10        1832.71        1982.16        2212
11        1765.02        1933.33        2212
12        1719.16        1879.95        2212
13        1680.88        1861.71        2212
14        1641.4        1836.55        2212
15        1613.07        1829.36        2212
16        1581.36        1816.5        2212
17        1558.61        1796.83        2212
18        1533.61        1785.49        2212
19        1514.86        1773.95        2212
20        1495.73        1495.73        2212
