cost        CG2        HBCS        ScaleStar
1        5228.84        6149.46        4935.38
2        3839.3        5028.73        3849.93
3        3150.38        4387.76        3155.97
4        2674.02        3798.71        2680.47
5        2439.42        3053.33        2445.94
6        2227.13        2228.62        2235.92
7        2106.15        2133.01        2235.92
8        2003.94        2087.26        2235.92
9        1911.25        2035.09        2235.92
10        1846.4        1987.87        2235.92
11        1782.78        1955.22        2235.92
12        1741.37        1901.66        2235.92
13        1693.86        1874.83        2235.92
14        1658.11        1870.33        2235.92
15        1628.5        1848.66        2235.92
16        1596.48        1835.56        2235.92
17        1573.94        1827.34        2235.92
18        1549.51        1807.57        2235.92
19        1530.35        1790.91        2235.92
20        1511.91        1511.91        2235.92
