cost        CG2        HBCS        ScaleStar
1        4994.37        6272.14        5039.85
2        3907.86        4969.3        3909.99
3        3202.15        4413.33        3221.91
4        2716.87        3654.21        2716.23
5        2481.63        3000.42        2482.77
6        2273.21        2274.34        2272.96
7        2141.31        2174.77        2272.96
8        2030.03        2122.63        2272.96
9        1941.79        2069.44        2272.96
10        1870.77        2041.12        2272.96
11        1812.51        1974.53        2272.96
12        1764.44        1933.35        2272.96
13        1722.94        1914.16        2272.96
14        1685.45        1889.02        2272.96
15        1654.86        1879.38        2272.96
16        1623.7        1862.6        2272.96
17        1599.83        1850.95        2272.96
18        1576.08        1834.79        2272.96
19        1556.4        1823.93        2272.96
20        1537.24        1809.45        2272.96
