cost        CG2        HBCS        ScaleStar
1        6553.96        9628.09        6554.6
2        4967.65        7579.74        4975.51
3        4008.42        5482.79        4006.87
4        3523.18        3729.13        3474.91
5        3210.42        3549        3473.42
6        2991.3        3003.33        3473.42
7        2842.69        2934.78        3473.42
8        2716.12        2868.47        3473.42
9        2616.24        2799.57        3473.42
10        2544.58        2726.91        3473.42
11        2476.6        2699.41        3473.42
12        2423.08        2659.97        3473.42
13        2377.83        2621.32        3473.42
14        2335.39        2605.49        3473.42
15        2303.87        2592.71        3473.42
16        2271.48        2558.22        3473.42
17        2242.49        2529.69        3473.42
18        2219.57        2520.95        3473.42
19        2196.79        2500.02        3473.42
20        2176.41        2176.41        3473.42
