cost        CG2        HBCS        ScaleStar
1        6288.52        9266.22        6281.72
2        4753.21        7342.95        4758.1
3        3841.45        5190.33        3847.4
4        3370.12        3826.15        3341.11
5        3084.2        3256.01        3341.11
6        2873.18        2884.59        3341.11
7        2734.87        2801.05        3341.11
8        2607.53        2744.75        3341.11
9        2510.88        2668.89        3341.11
10        2443.22        2626.34        3341.11
11        2378.6        2577.45        3341.11
12        2328.92        2551.8        3341.11
13        2282.74        2532.35        3341.11
14        2242.13        2506.37        3341.11
15        2211.73        2480.84        3341.11
16        2180.72        2461.79        3341.11
17        2152.92        2442.29        3341.11
18        2131.42        2412.49        3341.11
19        2108.28        2392.67        3341.11
20        2088.9        2088.9        3341.11
