cost        CG2        HBCS        ScaleStar
1        5163.74        7608.41        5150.35
2        4125.04        6195        4133.96
3        3228.08        4850.48        3222.83
4        2881.49        3568.96        2883.26
5        2592.59        2708.35        2638.21
6        2430.8        2439.01        2638.21
7        2280.84        2310.32        2638.21
8        2188.75        2250.12        2638.21
9        2091.61        2212.88        2638.21
10        2032.7        2198.52        2638.21
11        1969.76        2153.5        2638.21
12        1928.36        2134.15        2638.21
13        1879.44        2109.36        2638.21
14        1846.97        2077.35        2638.21
15        1814.06        2046.94        2638.21
16        1787.27        2028.26        2638.21
17        1762.78        2011.67        2638.21
18        1742.02        1995.45        2638.21
19        1720.9        1984.61        2638.21
20        1704.14        1704.14        2638.21
