cost        CG2        HBCS        ScaleStar
1        4858.3        7007.67        4847.68
2        3894.19        5838.7        3906.37
3        3044.75        4715.82        3035.55
4        2716.23        3352.45        2719.13
5        2439.76        2480.74        2477.13
6        2287.04        2326.19        2477.13
7        2141.96        2162.65        2477.13
8        2057.49        2124.65        2477.13
9        1967.76        2077.64        2477.13
10        1912.02        2052.77        2477.13
11        1850.83        2029.98        2477.13
12        1811.56        2013.12        2477.13
13        1765.97        1979.95        2477.13
14        1735.18        1956.04        2477.13
15        1704.73        1927.35        2477.13
16        1680.3        1897.18        2477.13
17        1656.55        1884.85        2477.13
18        1636.75        1873.73        2477.13
19        1617.49        1867.31        2477.13
20        1599.82        1599.82        2477.13
