cost        CG2        HBCS        ScaleStar
1        5519.32        7828.78        5457.49
2        4384.58        6560.01        4392.22
3        3448.51        5181.02        3416.07
4        3058.29        3665.26        3059
5        2743.51        2768.47        2786.29
6        2564.65        2584.42        2786.29
7        2414.15        2445.02        2786.29
8        2306.26        2376.91        2786.29
9        2215.16        2345.73        2786.29
10        2143.92        2326.23        2786.29
11        2083.75        2292.12        2786.29
12        2035.81        2254.37        2786.29
13        1989.53        2221.87        2786.29
14        1953.7        2185.28        2786.29
15        1918.03        2161.2        2786.29
16        1890.25        2143.04        2786.29
17        1864.64        2121.38        2786.29
18        1841.01        2105.21        2786.29
19        1820.82        2085.64        2786.29
20        1802.04        1802.04        2786.29
