cost        CG2        HBCS        ScaleStar
1        7873.92        11776.95        7880.94
2        5473.17        9124.31        5478.13
3        4565.94        6565.86        4638.54
4        4090.77        4479.6        4638.54
5        3796.81        3779.74        4638.54
6        3571.64        3629.42        4638.54
7        3409.67        3530.93        4638.54
8        3286.09        3440.98        4638.54
9        3190.05        3380.55        4638.54
10        3112.46        3335.2        4638.54
11        3049.11        3291.56        4638.54
12        2995.81        3264.19        4638.54
13        2951.74        3225.48        4638.54
14        2911.98        3187.43        4638.54
15        2877.14        3154.11        4638.54
16        2848.62        3129.8        4638.54
17        2820.98        3123.58        4638.54
18        2796.2        3097.38        4638.54
19        2773.39        3076.35        4638.54
20        2755.56        2755.56        4638.54
