cost        CG2        HBCS        ScaleStar
1        9337.79        14035.3        9339.91
2        6483.91        10764.46        6488.8
3        5406.43        7823.34        5485.73
4        4860.6        5216.8        5485.73
5        4488.25        4539.69        5485.73
6        4224.24        4301.31        5485.73
7        4037.09        4191.97        5485.73
8        3892.09        4073.02        5485.73
9        3778.31        4007.52        5485.73
10        3686.01        3958.83        5485.73
11        3609.04        3907.9        5485.73
12        3548.68        3862.89        5485.73
13        3496.13        3819.48        5485.73
14        3448.6        3773.13        5485.73
15        3407.3        3745.49        5485.73
16        3371.76        3718.93        5485.73
17        3339.22        3694.94        5485.73
18        3310.89        3671.43        5485.73
19        3284.23        3642.54        5485.73
20        3262.15        3628.91        5485.73
