cost        CG2        HBCS        ScaleStar
1        8958.21        13474.69        8969.47
2        6236.73        10226.73        6231.48
3        5192.82        7547.04        5268.19
4        4659.98        4876.76        5268.19
5        4316.3        4322.62        5268.19
6        4064.64        4128.71        5268.19
7        3880.15        4026.03        5268.19
8        3737.45        3930.53        5268.19
9        3630.52        3843.37        5268.19
10        3539.9        3791.57        5268.19
11        3467.83        3740.15        5268.19
12        3410.7        3703.11        5268.19
13        3358.59        3668.86        5268.19
14        3313.45        3627.73        5268.19
15        3274        3606.58        5268.19
16        3240.03        3571.89        5268.19
17        3208.67        3552.65        5268.19
18        3181.69        3523.91        5268.19
19        3156.1        3502.57        5268.19
20        3134.2        3134.2        5268.19
