cost        CG2        HBCS        ScaleStar
1        9496.2        14509.71        9505.12
2        6603.01        11143.75        6604.07
3        5502.79        7980.66        5590.87
4        4941.43        5289.77        5590.87
5        4573.72        4583.57        5590.87
6        4306.77        4379.11        5590.87
7        4111.79        4273.18        5590.87
8        3963.26        4155.09        5590.87
9        3845.75        4066.7        5590.87
10        3755.31        4030.28        5590.87
11        3676.62        3987.21        5590.87
12        3614.55        3936.48        5590.87
13        3560.77        3891.75        5590.87
14        3512.58        3849.22        5590.87
15        3470.32        3813.58        5590.87
16        3434.91        3784.46        5590.87
17        3402.1        3756.86        5590.87
18        3372.76        3739.44        5590.87
19        3345.32        3717.14        5590.87
20        3323.26        3694.93        5590.87
