cost        CG2        HBCS        ScaleStar
1        9024.18        13928.85        9042.66
2        6284.27        10493.49        6288.59
3        5244.61        7429.1        5421.95
4        4694.69        5366.12        5421.95
5        4340.49        4338.75        5421.95
6        4107.49        4191.92        5421.95
7        3935.15        4065.15        5421.95
8        3801.47        3980.92        5421.95
9        3697.65        3929.02        5421.95
10        3605.45        3859.27        5421.95
11        3534.73        3809.36        5421.95
12        3474.25        3760.52        5421.95
13        3421.57        3717.91        5421.95
14        3376.93        3694.1        5421.95
15        3339.58        3654        5421.95
16        3305.72        3637.08        5421.95
17        3275.7        3609.67        5421.95
18        3248.88        3595.25        5421.95
19        3224.21        3572.55        5421.95
20        3202.95        3202.95        5421.95
