cost        CG2        HBCS        ScaleStar
1        8026.82        12125.49        8034.05
2        5583.64        8864.32        5570.89
3        4716.78        6786.14        4728.19
4        4191.73        5094.18        4534.03
5        3850.7        3859.94        4534.03
6        3612.65        3660.37        4534.03
7        3455.89        3552.94        4534.03
8        3323.04        3492.88        4534.03
9        3213.43        3423.6        4534.03
10        3127.82        3359.48        4534.03
11        3059.98        3312.21        4534.03
12        3003.78        3274.23        4534.03
13        2952.89        3244.4        4534.03
14        2907.54        3206.46        4534.03
15        2869.66        3184.04        4534.03
16        2838.93        3165.97        4534.03
17        2808.93        3137.33        4534.03
18        2782.84        3103.73        4534.03
19        2758.26        3082.63        4534.03
20        2737.25        2737.25        4534.03
