cost        CG2        HBCS        ScaleStar
1        8295.53        12453.9        8301.47
2        5777.75        9038.53        5764.72
3        4894.75        6981.13        4886.14
4        4337.92        5304.4        4679.98
5        3982.31        3991.44        4679.98
6        3736.44        3786.57        4679.98
7        3577.63        3677.86        4679.98
8        3437.03        3605.67        4679.98
9        3324.31        3541.14        4679.98
10        3235.32        3485.38        4679.98
11        3165.15        3428.85        4679.98
12        3108.19        3379.88        4679.98
13        3055.46        3348.04        4679.98
14        3007.81        3327.27        4679.98
15        2969.53        3302.06        4679.98
16        2936.32        3266.7        4679.98
17        2905.5        3239.21        4679.98
18        2879.05        3219.26        4679.98
19        2854.17        3192.5        4679.98
20        2832.42        2832.42        4679.98
