cost        CG2        HBCS        ScaleStar
1        8402.29        12545.47        8404.77
2        5865.04        9057.28        5833.94
3        4935.56        7239.01        4939.64
4        4385.58        5372.48        4738.89
5        4030.4        4094.75        4738.89
6        3781.48        3820.24        4738.89
7        3617.58        3716.99        4738.89
8        3473.02        3646.72        4738.89
9        3361.33        3590.23        4738.89
10        3273.28        3532.54        4738.89
11        3201.68        3462.32        4738.89
12        3144.03        3425.7        4738.89
13        3090.46        3395.42        4738.89
14        3043.86        3353.03        4738.89
15        3004.06        3326.52        4738.89
16        2971.46        3302.3        4738.89
17        2939.96        3283.32        4738.89
18        2913.62        3248.34        4738.89
19        2887.74        3235.38        4738.89
20        2865.79        2865.79        4738.89
