cost        CG2        HBCS        ScaleStar
1        6992.44        10466.74        7003.06
2        4908.17        7817.57        4860.64
3        4158.57        6056.19        4115.82
4        3658.45        4437.98        3947.81
5        3356.54        3412.54        3947.81
6        3149.1        3183.69        3947.81
7        3010.06        3096.33        3947.81
8        2893.56        3039.74        3947.81
9        2799.82        2988.78        3947.81
10        2724.65        2930.56        3947.81
11        2667.1        2882.53        3947.81
12        2617.59        2846.97        3947.81
13        2573.61        2821.05        3947.81
14        2533.4        2800.56        3947.81
15        2501.24        2771.2        3947.81
16        2473.14        2749.69        3947.81
17        2447.25        2720.08        3947.81
18        2425.35        2700.56        3947.81
19        2403.94        2690.15        3947.81
20        2385.89        2679.3        3947.81
