cost        CG2        HBCS        ScaleStar
1        8072.6        12081.09        8083.23
2        5649.6        8969.21        5609.3
3        4761.18        7123.82        4745.98
4        4217.32        5094.63        4545.99
5        3875.08        4000.78        4545.99
6        3636.24        3675.7        4545.99
7        3474.44        3564.9        4545.99
8        3338.33        3503.42        4545.99
9        3230.68        3448.76        4545.99
10        3146.02        3389.91        4545.99
11        3075.2        3333.24        4545.99
12        3019.67        3295.59        4545.99
13        2968.84        3256.07        4545.99
14        2924.3        3230.43        4545.99
15        2886.33        3202.54        4545.99
16        2854.33        3173.62        4545.99
17        2824.36        3148.89        4545.99
18        2798.79        3131.97        4545.99
19        2774.43        3105.54        4545.99
20        2752.61        2752.61        4545.99
