cost        CG2        HBCS        ScaleStar
1        8898.29        13379.63        8907.43
2        6206.9        9786.54        6176.66
3        5227.85        7629.66        5232.02
4        4648.57        5786.96        5013.93
5        4268.64        4278        5013.93
6        4001.32        4042.44        5013.93
7        3825.6        3935.02        5013.93
8        3678.85        3858.38        5013.93
9        3559.94        3807.08        5013.93
10        3466.35        3743.14        5013.93
11        3391.23        3666.63        5013.93
12        3330.31        3633.63        5013.93
13        3272.51        3599        5013.93
14        3223.33        3562.2        5013.93
15        3180.42        3537.03        5013.93
16        3145.44        3504.78        5013.93
17        3113.69        3475.19        5013.93
18        3084.69        3448.26        5013.93
19        3057.35        3424.94        5013.93
20        3034.4        3034.4        5013.93
