cost        CG2        HBCS        ScaleStar
1        8550.64        12710.75        8556.59
2        5959.91        9611.9        5941.99
3        5047.15        7366.45        5039.22
4        4470.28        5431.7        4830.12
5        4103.46        4316.64        4830.12
6        3850.27        3891.24        4830.12
7        3681.04        3786.71        4830.12
8        3541.8        3721.2        4830.12
9        3426.63        3652.32        4830.12
10        3335.11        3594.31        4830.12
11        3259.9        3530.64        4830.12
12        3204.39        3490.21        4830.12
13        3148.84        3458.04        4830.12
14        3100.75        3431.84        4830.12
15        3060.75        3401.53        4830.12
16        3027.24        3372.58        4830.12
17        2995.03        3334.33        4830.12
18        2967.68        3311.83        4830.12
19        2942.64        3295.03        4830.12
20        2920.34        2920.34        4830.12
