cost        CG2        HBCS        ScaleStar
1        7866.4        11785.68        7871.29
2        5489.02        8581.14        5461.96
3        4652.09        6758.18        4632.72
4        4111.42        5040.79        4447.91
5        3774.32        3848        4447.91
6        3541.83        3571.37        4447.91
7        3385.62        3472.3        4447.91
8        3253.82        3418.93        4447.91
9        3149.24        3370.9        4447.91
10        3064.52        3303.8        4447.91
11        2998.18        3254.77        4447.91
12        2944.48        3205.2        4447.91
13        2894.44        3173.13        4447.91
14        2853.06        3138.65        4447.91
15        2814.87        3116.36        4447.91
16        2782.77        3093.51        4447.91
17        2753.49        3070.63        4447.91
18        2728.49        3058.06        4447.91
19        2704.54        3027.25        4447.91
20        2684.99        2684.99        4447.91
