cost        CG2        HBCS        ScaleStar
1        3417.58        3966.04        3469.28
2        2565.02        3364.45        2567.58
3        2240.11        2747.35        2269.3
4        1912.01        2144.7        1934.18
5        1671.04        1939.57        1671.68
6        1559.55        1856.55        1563.58
7        1451.67        1585.05        1458.18
8        1358.98        1364.36        1373.75
9        1304.55        1329.76        1373.75
10        1262.56        1317.9        1373.75
11        1202.69        1292.93        1373.75
12        1166.44        1285.44        1373.75
13        1140.27        1276.57        1373.75
14        1105.17        1255.58        1373.75
15        1082.1        1236.62        1373.75
16        1061.62        1236.62        1373.75
17        1043.06        1229.86        1373.75
18        1023.23        1223.34        1373.75
19        1007.58        1188.63        1373.75
20        992.46        992.46        1373.75
