cost        CG2        HBCS        ScaleStar
1        3146.78        3677.39        3145.08
2        2354.58        3029.48        2369.38
3        2050.28        2554.11        2056.44
4        1753.41        1885.3        1770.48
5        1535.25        1824.03        1530.36
6        1431.26        1576.75        1433.25
7        1330.32        1397.48        1332.1
8        1246.18        1248.76        1262.04
9        1195.1        1217.15        1262.04
10        1146.65        1201.6        1262.04
11        1102.71        1201.6        1262.04
12        1071.88        1178.04        1262.04
13        1045.18        1170.43        1262.04
14        1018.55        1155.02        1262.04
15        994.02        1132.52        1262.04
16        975.85        1126.47        1262.04
17        955.97        1126.47        1262.04
18        939.65        1117.37        1262.04
19        925.39        1089.99        1262.04
20        911.76        911.76        1262.04
