cost        CG2        HBCS        ScaleStar
1        2722.12        3145.21        2777.59
2        2043.61        2699.81        2046.16
3        1783.72        2061.25        1787.12
4        1520.01        1745.69        1539.14
5        1330.25        1495.43        1328.34
6        1241.85        1518.81        1244.47
7        1153.95        1189.22        1158.69
8        1084.18        1092.53        1094.41
9        1038.35        1053        1094.41
10        1000.69        1048.43        1094.41
11        958.12        1033.55        1094.41
12        929.09        1021.05        1094.41
13        906.82        1016.65        1094.41
14        880.33        989.8        1094.41
15        861.91        989.8        1094.41
16        846.65        983.98        1094.41
17        829.5        973.67        1094.41
18        816.15        951.61        1094.41
19        803.51        944.03        1094.41
20        791.65        791.65        1094.41
