cost        CG2        HBCS        ScaleStar
1        3844.52        4510.92        3858.12
2        2884.45        3844.52        2883.18
3        2507.26        3009.4        2518.95
4        2157.7        2389.54        2152.81
5        1871.75        2125.33        1872.24
6        1751.05        2001.94        1755.51
7        1628.79        1882.94        1629.14
8        1523.74        1524.52        1541.17
9        1462.86        1484.96        1541.17
10        1402.26        1480.2        1541.17
11        1347.54        1470.85        1541.17
12        1309.74        1442.09        1541.17
13        1276.63        1430.61        1541.17
14        1242.84        1419.88        1541.17
15        1212.97        1410.01        1541.17
16        1191.13        1387.06        1541.17
17        1168.59        1369.49        1541.17
18        1148.49        1350.93        1541.17
19        1131.35        1345.05        1541.17
20        1116.48        1345.05        1541.17
