cost        CG2        HBCS        ScaleStar
1        3856.18        4483.69        3943.09
2        2884.62        3857.24        2902.9
3        2521.25        3004.62        2528.69
4        2160.85        2255.77        2198.75
5        1881.84        2137.48        1880.28
6        1756.6        1993.82        1759.79
7        1634.28        1786        1644.9
8        1528.77        1534.08        1547.29
9        1466.22        1490.55        1547.29
10        1405.59        1477.9        1547.29
11        1351.83        1459.27        1547.29
12        1313.4        1437.52        1547.29
13        1277.32        1422.93        1547.29
14        1243.86        1419.15        1547.29
15        1218.1        1411.57        1547.29
16        1194.71        1395.67        1547.29
17        1172.04        1383.91        1547.29
18        1152.98        1358.58        1547.29
19        1134.99        1338.11        1547.29
20        1117.84        1117.84        1547.29
