cost        CG2        HBCS        ScaleStar
1        7492.94        11111.46        7499.74
2        5492.46        8550.98        5514.92
3        4525.66        5855.27        4527.22
4        3960.16        4951.58        4058.51
5        3656.86        3893.01        4058.51
6        3405.36        3455.8        4058.51
7        3224.75        3341.02        4058.51
8        3103.19        3252.88        4058.51
9        2995.66        3175.45        4058.51
10        2903.13        3128.76        4058.51
11        2837.94        3087.08        4058.51
12        2778.54        3048.34        4058.51
13        2725.78        3018.5        4058.51
14        2682.96        2978.66        4058.51
15        2645.79        2949.19        4058.51
16        2610.48        2921.44        4058.51
17        2581.99        2905.91        4058.51
18        2555.22        2887.15        4058.51
19        2530.05        2861.68        4058.51
20        2507.51        2507.51        4058.51
