cost        CG2        HBCS        ScaleStar
1        5264.36        6327.57        4703.15
2        3752.42        5407.45        3751.15
3        2958.31        4360.25        3003.58
4        2607.9        3504.15        2610.45
5        2377.3        2420.62        2362.68
6        2179.36        2202.18        2272.93
7        2067.34        2126.57        2272.93
8        1948.05        1999.2        2272.93
9        1883.78        1951.67        2272.93
10        1806.94        1930.08        2272.93
11        1760.14        1902.85        2272.93
12        1708.25        1890.78        2272.93
13        1673.13        1869.94        2272.93
14        1637.32        1858.67        2272.93
15        1610.34        1845.9        2272.93
16        1581.22        1815.42        2272.93
17        1559.15        1801.44        2272.93
18        1537.61        1779.07        2272.93
19        1518.02        1751.16        2272.93
20        1501.12        1501.12        2272.93
