cost        CG2        HBCS        ScaleStar
1        5602.01        7246.27        5400.14
2        4247.33        5977        4258.8
3        3354.4        4949.64        3372.39
4        2963.4        4040.42        2971.12
5        2664.77        2731.53        2677.52
6        2473.84        2486.26        2588.69
7        2330.74        2371.27        2588.69
8        2212.74        2300.43        2588.69
9        2128.42        2221.43        2588.69
10        2051.41        2197.84        2588.69
11        1994.83        2171.59        2588.69
12        1937.84        2140.32        2588.69
13        1897.61        2123.99        2588.69
14        1857.08        2101.13        2588.69
15        1825.98        2080.94        2588.69
16        1796.26        2062.04        2588.69
17        1771.32        2035.31        2588.69
18        1747.91        2021.99        2588.69
19        1725.67        1989.61        2588.69
20        1705.36        1705.36        2588.69
