cost        CG2        HBCS        ScaleStar
1        5460.47        6994.37        5217.59
2        4136.18        5875.42        4148.64
3        3335.69        4944.31        3284.12
4        2879.02        3883.51        2880.72
5        2622.89        2776.74        2598.52
6        2405.15        2429.33        2511.54
7        2273.85        2328.37        2511.54
8        2152.25        2239.22        2511.54
9        2072.63        2167.64        2511.54
10        1994.4        2124.49        2511.54
11        1940.54        2101.83        2511.54
12        1885.95        2084.74        2511.54
13        1846.37        2061.55        2511.54
14        1805.51        2037.79        2511.54
15        1776.44        2026.08        2511.54
16        1746.06        2000.14        2511.54
17        1720.99        1978.27        2511.54
18        1698.84        1962.97        2511.54
19        1677.54        1944.96        2511.54
20        1657.62        1657.62        2511.54
