cost        CG2        HBCS        ScaleStar
1        5712.62        7453.14        5469.95
2        4340.72        6206.19        4345.54
3        3435.12        5204.33        3447.87
4        3018.76        4091.53        3018.9
5        2729.55        2768.05        2720.98
6        2522.93        2533.06        2640.16
7        2380.2        2435.83        2640.16
8        2258.32        2361.75        2640.16
9        2166.52        2295.55        2640.16
10        2091.19        2243.24        2640.16
11        2031.77        2211.26        2640.16
12        1976.79        2182.48        2640.16
13        1935.53        2169.39        2640.16
14        1893.82        2134.91        2640.16
15        1862.64        2117.77        2640.16
16        1830.88        2105.15        2640.16
17        1805.22        2082.22        2640.16
18        1780.89        2059.7        2640.16
19        1758.89        2029.25        2640.16
20        1739.04        1739.04        2640.16
