cost        CG2        HBCS        ScaleStar
1        5123        6614.18        4901.58
2        3864.15        5520.23        3874.78
3        3050.28        4638.43        3059.55
4        2688.32        3454.31        2687.96
5        2432.04        2587.38        2425.6
6        2242.46        2248.7        2342.08
7        2127.25        2166.65        2342.08
8        2007.66        2091.78        2342.08
9        1937.02        2032        2342.08
10        1858.07        1977.38        2342.08
11        1809.96        1961.83        2342.08
12        1758.59        1940.45        2342.08
13        1722.11        1918.32        2342.08
14        1682.96        1899.02        2342.08
15        1655.99        1890.01        2342.08
16        1628.04        1862.63        2342.08
17        1604.01        1843.91        2342.08
18        1581.36        1818.08        2342.08
19        1563.82        1805.06        2342.08
20        1545.78        1545.78        2342.08
