cost        CG2        HBCS        ScaleStar
1        5277.82        6702.07        4988.54
2        3976.05        5657.7        3999.07
3        3137.31        4841.21        3152.26
4        2769.05        3511.52        2774.43
5        2523.65        2719.18        2501.09
6        2313.8        2331.53        2415.88
7        2201.33        2224.05        2415.88
8        2069.64        2156.64        2415.88
9        1995.56        2068.38        2415.88
10        1916.47        2042.05        2415.88
11        1866.33        2030.89        2415.88
12        1812.45        2014.81        2415.88
13        1775.25        1982.54        2415.88
14        1734.65        1961.04        2415.88
15        1708.15        1937.12        2415.88
16        1679.16        1919.52        2415.88
17        1656.29        1908.02        2415.88
18        1632.47        1886.98        2415.88
19        1612.94        1866.79        2415.88
20        1594.48        1845.41        2415.88
