cost        CG2        HBCS        ScaleStar
1        627        627        627
2        484.2        503.32        503.32
3        360.52        360.52        360.52
4        360.52        450.42        360.52
5        307.62        307.62        307.62
6        289.12        441.49        307.62
7        289.12        298.69        298.69
8        236.23        298.69        298.69
9        227.29        227.29        227.29
10        227.29        227.29        227.29
11        203.49        203.49        206.68
12        203.49        203.49        206.68
13        182.88        203.49        206.68
14        182.88        191.59        206.68
15        182.88        191.59        182.88
16        182.88        191.59        182.88
17        170.98        170.98        182.88
18        170.98        170.98        182.88
19        160.67        170.98        182.88
20        160.67        160.67        182.88
