cost        CG2        HBCS        ScaleStar
1        10424.86        17901.92        10443.14
2        7286.1        12290.32        7290.2
3        6181.95        8808.18        6873.21
4        5559.82        5652.87        6873.21
5        5171.3        5179.88        6873.21
6        4919.52        5026.15        6873.21
7        4736.81        4907.91        6873.21
8        4593.87        4803.75        6873.21
9        4481.14        4743.41        6873.21
10        4388.61        4680.85        6873.21
11        4316.53        4623.61        6873.21
12        4251.36        4565.54        6873.21
13        4195.52        4533.34        6873.21
14        4151.56        4492.76        6873.21
15        4111.49        4467.8        6873.21
16        4075.83        4426.92        6873.21
17        4044.86        4402.55        6873.21
18        4016.7        4370.42        6873.21
19        3990.66        4348.39        6873.21
20        3969.01        3969.01        6873.21
