cost        CG2        HBCS        ScaleStar
1        11589.62        19557.95        11608.75
2        8099.95        13582.77        8102.15
3        6874.21        9888.05        7631.71
4        6183.37        6269.96        7631.71
5        5752.52        5760.33        7631.71
6        5466.32        5580.82        7631.71
7        5257.15        5458.41        7631.71
8        5103.66        5336.8        7631.71
9        4977.67        5266.13        7631.71
10        4879.67        5180.37        7631.71
11        4795.64        5124.01        7631.71
12        4724.51        5079.26        7631.71
13        4660.61        5032.32        7631.71
14        4611.63        4991.77        7631.71
15        4567.7        4960.67        7631.71
16        4527.49        4919.88        7631.71
17        4492.77        4889.62        7631.71
18        4462.16        4865.26        7631.71
19        4432.91        4837.08        7631.71
20        4408.23        4408.23        7631.71
