cost        CG2        HBCS        ScaleStar
1        11751.03        19945.82        11760.16
2        8203.9        13714.35        8209
3        6970.22        9970.62        7742.89
4        6254.49        6572.75        7742.89
5        5831.18        5845.42        7742.89
6        5542.4        5677.44        7742.89
7        5333.25        5517.22        7742.89
8        5174.79        5431.26        7742.89
9        5050.35        5346.11        7742.89
10        4945.43        5261.99        7742.89
11        4862.36        5197.31        7742.89
12        4791.6        5150.89        7742.89
13        4729.33        5103.51        7742.89
14        4678.11        5065.96        7742.89
15        4632.1        5024.4        7742.89
16        4593.49        4990.24        7742.89
17        4557.5        4967.68        7742.89
18        4525.91        4936.92        7742.89
19        4496.86        4913.09        7742.89
20        4472.09        4472.09        7742.89
