cost        CG2        HBCS        ScaleStar
1        11193.82        17614.05        11219.32
2        7806.29        13378.25        7807.28
3        6530.02        8897.33        6892.19
4        5848.37        6768.51        6892.19
5        5418.78        5443.69        6892.19
6        5127.93        5231.36        6892.19
7        4914.51        5089.31        6892.19
8        4752.68        4999.63        6892.19
9        4625.35        4920.18        6892.19
10        4523.1        4848.11        6892.19
11        4435.68        4776.71        6892.19
12        4362.92        4729.52        6892.19
13        4302.92        4677.55        6892.19
14        4250.14        4634.35        6892.19
15        4204.29        4603.94        6892.19
16        4163.23        4564.33        6892.19
17        4128.4        4530.72        6892.19
18        4095.7        4509.11        6892.19
19        4066.11        4482        6892.19
20        4041.5        4041.5        6892.19
