cost        CG2        HBCS        ScaleStar
1        9564.54        15111.64        9584.72
2        6666.25        11388.14        6666.43
3        5569.79        7638.32        5878.8
4        4991.11        5691.45        5878.8
5        4630.66        4642.26        5878.8
6        4376.93        4469.76        5878.8
7        4194.85        4340.95        5878.8
8        4057.71        4260.56        5878.8
9        3948.85        4181.91        5878.8
10        3859.7        4113.54        5878.8
11        3786.67        4070.57        5878.8
12        3725.85        4031.94        5878.8
13        3673.96        3995.02        5878.8
14        3627.75        3960.44        5878.8
15        3588.57        3928.5        5878.8
16        3554        3897.4        5878.8
17        3523.36        3867.85        5878.8
18        3495.61        3842.46        5878.8
19        3471.27        3819.72        5878.8
20        3449.49        3449.49        5878.8
