cost        CG2        HBCS        ScaleStar
1        10397.46        16570.48        10406.39
2        7243.47        12349.7        7248.85
3        6057.5        8097.79        6393.79
4        5421.84        6229.3        6393.79
5        5026.41        5056.37        6393.79
6        4755.49        4842.19        6393.79
7        4556.67        4719.91        6393.79
8        4406.93        4632.61        6393.79
9        4289.54        4556.19        6393.79
10        4193.93        4492.01        6393.79
11        4114.02        4424.41        6393.79
12        4046.33        4380.89        6393.79
13        3990.04        4336.12        6393.79
14        3941.66        4289.14        6393.79
15        3899.45        4254.64        6393.79
16        3861.41        4236.15        6393.79
17        3827.61        4212.72        6393.79
18        3798.65        4189.68        6393.79
19        3770.73        4155.65        6393.79
20        3747.81        3747.81        6393.79
