cost        CG2        HBCS        ScaleStar
1        5356.94        7904.53        5348.22
2        4160.35        6402.3        4170.55
3        3308.3        4673.4        3305.39
4        2912.98        3325.19        2912.76
5        2650.08        2846.07        2779.31
6        2481.35        2485.92        2779.31
7        2334.54        2380.86        2779.31
8        2232.26        2339.79        2779.31
9        2150.81        2288.87        2779.31
10        2077.77        2258.9        2779.31
11        2029.28        2222.81        2779.31
12        1977.09        2170.75        2779.31
13        1939.18        2141.53        2779.31
14        1903.43        2122.58        2779.31
15        1873.28        2111.48        2779.31
16        1847.79        2090.67        2779.31
17        1823.19        2071.73        2779.31
18        1802.16        2055.3        2779.31
19        1782.84        2042.52        2779.31
20        1765.72        1765.72        2779.31
