cost        CG2        HBCS        ScaleStar
1        6416.6        9410.16        6414.05
2        5006.24        7614.04        5021.54
3        3972.78        5803.96        3972.71
4        3503.79        3829.7        3510.24
5        3186.64        3478.15        3341.44
6        2977.49        2981.88        3341.44
7        2804.97        2851.21        3341.44
8        2673.37        2818        3341.44
9        2582.33        2757.49        3341.44
10        2499.54        2721.79        3341.44
11        2437.59        2659.86        3341.44
12        2377.54        2613.31        3341.44
13        2331.94        2587.16        3341.44
14        2289.39        2558.28        3341.44
15        2253.24        2538.8        3341.44
16        2222.22        2525.67        3341.44
17        2191.6        2487.81        3341.44
18        2166.21        2482.11        3341.44
19        2144.48        2449.82        3341.44
20        2123.39        2123.39        3341.44
