cost        CG2        HBCS        ScaleStar
1        10189.02        16595.65        10196.46
2        7109.69        12239.48        7110.04
3        5957.44        8301.02        6413.82
4        5349.46        6241.57        6413.82
5        4972.85        4984.61        6413.82
6        4712.49        4784.87        6413.82
7        4523.3        4678.72        6413.82
8        4378.32        4599.15        6413.82
9        4262.42        4517.23        6413.82
10        4169.65        4444.02        6413.82
11        4093.39        4393.57        6413.82
12        4030.76        4345.42        6413.82
13        3975.57        4308.26        6413.82
14        3928.23        4265.34        6413.82
15        3887        4234.93        6413.82
16        3848.92        4208.29        6413.82
17        3816.51        4182.47        6413.82
18        3787.84        4149.36        6413.82
19        3762.09        4129.65        6413.82
20        3740.64        3740.64        6413.82
