cost        CG2        HBCS        ScaleStar
1        10658.69        17594.83        10677.18
2        7440.09        12587.96        7438.46
3        6237.2        8404.29        6707.64
4        5603.72        6322.45        6707.64
5        5209.14        5227.35        6707.64
6        4934.33        5014.65        6707.64
7        4731.96        4916.1        6707.64
8        4578.2        4809.37        6707.64
9        4461.3        4724.08        6707.64
10        4362.39        4641.72        6707.64
11        4280.8        4594.85        6707.64
12        4214.51        4543.48        6707.64
13        4158.78        4508.77        6707.64
14        4109.71        4463.3        6707.64
15        4067.09        4437.9        6707.64
16        4028.8        4411.36        6707.64
17        3993.52        4376.1        6707.64
18        3963.26        4346.2        6707.64
19        3936.14        4323.49        6707.64
20        3913.6        3913.6        6707.64
