cost        CG2        HBCS        ScaleStar
1        2633.3        2940.58        2647.32
2        1945.65        2538.74        1946.5
3        1739.74        2196.19        1741.01
4        1538.29        1823.68        1541.9
5        1337.48        1490.4        1337.69
6        1206.57        1356.39        1207.28
7        1139.28        1139.28        1140.35
8        1073.27        1074.4        1071.71
9        1005.05        1018.23        1007.39
10        970.28        975.64        1007.39
11        935.46        964.86        1007.39
12        902.98        958.23        1007.39
13        875.8        956.5        1007.39
14        853.02        953.93        1007.39
15        833.57        926.56        1007.39
16        816.9        921.75        1007.39
17        799.16        921.75        1007.39
18        784.18        921.75        1007.39
19        771.33        902.03        1007.39
20        758.34        758.34        1007.39
