cost        CG2        HBCS        ScaleStar
1        2802.62        3171.74        2862.98
2        2065.68        2694.46        2067.38
3        1849.78        2289.23        1852.96
4        1636.85        1704.21        1637.06
5        1419.25        1591.16        1441.14
6        1285.59        1458.21        1282.83
7        1214.12        1248.47        1225.1
8        1140.59        1159.65        1142.43
9        1087.43        1095.65        1078.19
10        1031.26        1049.71        1062.25
11        995.53        1024.44        1062.25
12        961.9        1024.44        1062.25
13        930.76        1012.96        1062.25
14        906.28        998.02        1062.25
15        886.26        992.55        1062.25
16        867.07        992.55        1062.25
17        847.04        989.93        1062.25
18        832.96        978.3        1062.25
19        818.9        960.98        1062.25
20        804.28        804.28        1062.25
