cost        CG2        HBCS        ScaleStar
1        2920.5        3363.35        2990.84
2        2145.72        2776.21        2156.14
3        1933.22        2420.06        1935.92
4        1709.89        1957.88        1729.79
5        1485.28        1531.6        1519.63
6        1335.6        1522.53        1343.25
7        1260.73        1320.87        1266.54
8        1184.8        1203.85        1190.4
9        1125.97        1152.39        1126.72
10        1071.96        1094.54        1102.21
11        1034.46        1068.6        1102.21
12        1005.29        1068.6        1102.21
13        964.78        1051.14        1102.21
14        942.12        1034        1102.21
15        918.47        1028.4        1102.21
16        903.66        1028.4        1102.21
17        879.4        1005.7        1102.21
18        864.69        1005.7        1102.21
19        849.96        1005.7        1102.21
20        834.53        834.53        1102.21
