cost        CG2        HBCS        ScaleStar
1        2997.85        3420.51        3048
2        2206.08        2963.21        2213.3
3        1977        2543.31        1988.26
4        1751.54        2057.75        1765.42
5        1534.36        1714.56        1585.86
6        1373.22        1379.31        1374.85
7        1294.88        1312.09        1298.56
8        1220.36        1249.97        1229.14
9        1143.01        1186.46        1170.42
10        1103.31        1127.39        1136.92
11        1064.21        1086.55        1136.92
12        1028.08        1086.55        1136.92
13        993.26        1086.55        1136.92
14        970.05        1069.82        1136.92
15        946.46        1069.82        1136.92
16        929.11        1063.94        1136.92
17        908.46        1050.3        1136.92
18        891.37        1050.3        1136.92
19        876.68        1050.3        1136.92
20        860.81        860.81        1136.92
