cost        CG2        HBCS        ScaleStar
1        3866.3        4691.44        3882.88
2        2967.42        3791.71        2960.41
3        2502.48        3079.06        2514.38
4        2061.11        2604.48        2109.07
5        1898.27        2222.61        1901.81
6        1751.43        1986.52        1750.22
7        1624.67        1634.38        1648.79
8        1549.59        1579.54        1648.79
9        1479.19        1560.66        1648.79
10        1418.11        1538.46        1648.79
11        1375.69        1508.06        1648.79
12        1334.04        1484.91        1648.79
13        1297.47        1476.66        1648.79
14        1271.09        1430.43        1648.79
15        1240.07        1422.93        1648.79
16        1220.31        1394.93        1648.79
17        1200.49        1388.7        1648.79
18        1180.03        1366.7        1648.79
19        1163.6        1359.44        1648.79
20        1148.27        1148.27        1648.79
