cost        CG2        HBCS        ScaleStar
1        4038.12        4945.29        4083.6
2        3096.11        4027.29        3100.58
3        2627.34        2987.1        2633.5
4        2158.56        2859.95        2205.95
5        1992.32        2395.5        1992.53
6        1835.14        2066.87        1837.48
7        1702.89        1710.22        1726.44
8        1624.37        1657.38        1726.44
9        1557.07        1627.6        1726.44
10        1486.81        1624.59        1726.44
11        1442.51        1593.71        1726.44
12        1400.27        1545.4        1726.44
13        1360.03        1519.87        1726.44
14        1333.46        1506.83        1726.44
15        1301.72        1484.42        1726.44
16        1278.64        1466.14        1726.44
17        1260.03        1445.89        1726.44
18        1237.55        1435.25        1726.44
19        1219.99        1428.73        1726.44
20        1203.11        1203.11        1726.44
