cost        CG2        HBCS        ScaleStar
1        3281.3        3634.69        3039.26
2        2284.46        2945.12        2286.38
3        1931.08        2397.65        1949.99
4        1643.99        2156.32        1582.86
5        1466.62        1692.37        1468.75
6        1384.77        1472.36        1355.7
7        1261.06        1264.21        1281.96
8        1197.35        1221.54        1281.96
9        1157.43        1193.02        1281.96
10        1096.08        1168.26        1281.96
11        1067.26        1164.61        1281.96
12        1031.73        1138.18        1281.96
13        1003.47        1125.83        1281.96
14        984.54        1102.43        1281.96
15        959.78        1081.41        1281.96
16        943.58        1064.71        1281.96
17        926.62        1056.76        1281.96
18        911.84        1050.88        1281.96
19        900.21        1049.84        1281.96
20        887.86        887.86        1281.96
