cost        CG2        HBCS        ScaleStar
1        8346.47        12476.66        8348.6
2        5806.68        9464.38        5801.43
3        4903.59        7150.12        4844.3
4        4364.36        4887.85        4805.27
5        4004.29        4050.78        4805.27
6        3764.12        3801.71        4805.27
7        3591.18        3722.36        4805.27
8        3461.14        3646.44        4805.27
9        3360.61        3576.5        4805.27
10        3278.36        3512.79        4805.27
11        3205.86        3454.16        4805.27
12        3145.46        3426.79        4805.27
13        3094.51        3391.98        4805.27
14        3052.55        3362.84        4805.27
15        3015.41        3321.56        4805.27
16        2982.97        3299.21        4805.27
17        2953.76        3273.88        4805.27
18        2926.94        3251.08        4805.27
19        2901.79        3233.32        4805.27
20        2880.67        2880.67        4805.27
