cost        CG2        HBCS        ScaleStar
1        9028.81        13443.29        9042.41
2        6283.24        10308.17        6279.77
3        5297.67        7903.66        5261.9
4        4717.75        5307.81        5197.79
5        4339.53        4341.07        5197.79
6        4073.67        4112.27        5197.79
7        3885        4043.75        5197.79
8        3745.02        3949.61        5197.79
9        3636.58        3864.48        5197.79
10        3544.32        3799.28        5197.79
11        3470.18        3757.9        5197.79
12        3404.02        3713.06        5197.79
13        3349.91        3669.4        5197.79
14        3302.9        3639.95        5197.79
15        3263.97        3602.78        5197.79
16        3228.45        3561.11        5197.79
17        3196.66        3546.16        5197.79
18        3167.85        3528.24        5197.79
19        3140.64        3502.44        5197.79
20        3118.67        3118.67        5197.79
