cost        CG2        HBCS        ScaleStar
1        9397.79        14125.63        9404.8
2        6544.9        10497.97        6536.62
3        5510.1        8052.75        5447.16
4        4889.61        5509.46        5415.01
5        4504.81        4556.34        5415.01
6        4242.3        4292.54        5415.01
7        4044.32        4195.21        5415.01
8        3895.13        4109.97        5415.01
9        3782.84        4028.07        5415.01
10        3688.51        3946.48        5415.01
11        3610.73        3906.53        5415.01
12        3545.83        3867.07        5415.01
13        3487.04        3829.57        5415.01
14        3439.07        3791.52        5415.01
15        3398.31        3745.76        5415.01
16        3361.61        3720.36        5415.01
17        3328.45        3690.45        5415.01
18        3298.37        3664.26        5415.01
19        3271.52        3648.46        5415.01
20        3248.18        3248.18        5415.01
