cost        CG2        HBCS        ScaleStar
1        8176.53        12324.95        8187.5
2        5682.55        9423.12        5683.05
3        4786.8        7008.46        4756.44
4        4277.31        4586.36        4706.79
5        3923.38        3948.92        4706.79
6        3690.22        3725.78        4706.79
7        3518.03        3651.6        4706.79
8        3391.15        3557.22        4706.79
9        3292.25        3500.2        4706.79
10        3210.04        3429.09        4706.79
11        3142.56        3400.03        4706.79
12        3083.99        3367.83        4706.79
13        3032.95        3334.56        4706.79
14        2991.92        3300.03        4706.79
15        2956.5        3254.55        4706.79
16        2924.1        3229.42        4706.79
17        2895.72        3204.64        4706.79
18        2869.16        3189.43        4706.79
19        2844.78        3175.3        4706.79
20        2825.2        2825.2        4706.79
