cost        CG2        HBCS        ScaleStar
1        7265.51        10735.71        7264.24
2        5143.06        8025.73        5151.56
3        4326.21        6107.35        4328.83
4        3814.76        4818.03        4008.67
5        3489.83        3582.48        4008.67
6        3296.79        3329.96        4008.67
7        3123.52        3213.91        4008.67
8        2996.55        3135.45        4008.67
9        2900.71        3084.04        4008.67
10        2822.59        3037.08        4008.67
11        2754.96        3002.94        4008.67
12        2698.59        2969.44        4008.67
13        2655.07        2930.4        4008.67
14        2613.29        2888.8        4008.67
15        2577.07        2861.1        4008.67
16        2545.87        2842        4008.67
17        2520.03        2815.52        4008.67
18        2494.48        2795.8        4008.67
19        2471.64        2767.57        4008.67
20        2451.01        2451.01        4008.67
