cost        CG2        HBCS        ScaleStar
1        8295.41        12393.01        8299.02
2        5872.49        9037.78        5892.53
3        4944.15        6894.61        4947.76
4        4362.36        5395.78        4585.66
5        3985.13        4127.06        4585.66
6        3760.74        3815.32        4585.66
7        3564.97        3685.72        4585.66
8        3422.05        3582.98        4585.66
9        3314.23        3535.72        4585.66
10        3224.09        3477.92        4585.66
11        3147.96        3423.81        4585.66
12        3083.96        3390.59        4585.66
13        3035.76        3335.26        4585.66
14        2987.03        3291.73        4585.66
15        2946.22        3274.8        4585.66
16        2909.62        3247.55        4585.66
17        2879        3226.35        4585.66
18        2850.86        3201.26        4585.66
19        2825.66        3184.21        4585.66
20        2802.33        2802.33        4585.66
