cost        CG2        HBCS        ScaleStar
1        1277.92        1380.35        1301.3
2        992.32        1235.85        1023.35
3        858.88        1011.45        858.88
4        791.51        900.31        793.42
5        704.6        854.41        709.06
6        621.94        631.08        631.08
7        569.95        705.52        571.43
8        543.6        543.6        547.49
9        516.11        524.75        516.11
10        495.15        499.61        495.15
11        475.95        485.22        482.33
12        453.42        479.55        464.33
13        440.85        471.76        464.33
14        427.68        449.94        464.33
15        422.73        449.94        464.33
16        406.45        446.36        464.33
17        397.9        446.36        464.33
18        389.65        446.36        464.33
19        381.22        446.36        464.33
20        374.12        443.53        464.33
